#chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction	anno	gene
chr8	141660235	141660327	13298987	13298992	Bladder-Ep	chr8:141660235-141660327	5CpGs	92bp	0.14	0.917	0.777	0.537	0.317	4.19e-54	U	Intergenic	AGO2
chr17	7828771	7829035	22343712	22343719	Bladder-Ep	chr17:7828771-7829035	7CpGs	264bp	0.225	0.932	0.707	0.469	0.313	5.05e-69	U	intron	KCNAB3
chr2	152635949	152636403	3656274	3656281	Bladder-Ep	chr2:152635949-152636403	7CpGs	454bp	0.14	0.934	0.794	0.617	0.313	2.39e-75	U	Intergenic	NEB
chr3	70922903	70923140	5091084	5091089	Bladder-Ep	chr3:70922903-70923140	5CpGs	237bp	0.173	0.879	0.706	0.456	0.307	3.57e-43	U	Intergenic	MIR1284
chr2	10162285	10162472	2407672	2407679	Bladder-Ep	chr2:10162285-10162472	7CpGs	187bp	0.211	0.926	0.715	0.496	0.305	1.11e-60	U	Intergenic	KLF11
chr13	114762431	114762866	19346280	19346288	Bladder-Ep	chr13:114762431-114762866	8CpGs	435bp	0.355	0.888	0.534	0.348	0.302	7.33e-50	U	intron	RASA3
chr7	155581063	155581412	12028515	12028535	Bladder-Ep	chr7:155581063-155581412	20CpGs	349bp	0.227	0.922	0.695	0.557	0.301	2.54e-71	U	Intergenic	SHH
chr17	43208654	43208757	22789834	22789840	Bladder-Ep	chr17:43208654-43208757	6CpGs	103bp	0.0603	0.894	0.834	0.62	0.301	3.08e-57	U	intron	PLCD3
chr3	128143761	128144040	5483013	5483020	Bladder-Ep	chr3:128143761-128144040	7CpGs	279bp	0.175	0.9	0.725	0.505	0.3	1.67e-57	U	Intergenic	DNAJB8-AS1
chrY	28486232	28486327	28208034	28208040	Bladder-Ep	chrY:28486232-28486327	6CpGs	95bp	0.0456	0.752	0.707	0.402	0.299	1.66e-14	U	Intergenic	TTTY3B
chr9	36274911	36275149	13687929	13687940	Bladder-Ep	chr9:36274911-36275149	11CpGs	238bp	0.267	0.945	0.678	0.433	0.298	1.1e-69	U	intron	GNE
chr19	56725662	56726052	25037803	25037809	Bladder-Ep	chr19:56725662-56726052	6CpGs	390bp	0.231	0.898	0.668	0.45	0.295	8.04e-53	U	Intergenic	ZSCAN5A
chr1	246784177	246785208	2259018	2259029	Bladder-Ep	chr1:246784177-246785208	11CpGs	1031bp	0.307	0.943	0.635	0.491	0.292	6.68e-75	U	exon,intron	CNST
chr4	37528843	37529269	6453472	6453478	Bladder-Ep	chr4:37528843-37529269	6CpGs	426bp	0.159	0.873	0.713	0.388	0.291	4.16e-35	U	intron	C4orf19
chr9	92717057	92717425	14013708	14013714	Bladder-Ep	chr9:92717057-92717425	6CpGs	368bp	0.159	0.921	0.762	0.567	0.286	1.32e-54	U	Intergenic	MIR4290
chr14	24088493	24089238	19410971	19410978	Bladder-Ep	chr14:24088493-24089238	7CpGs	745bp	0.158	0.891	0.732	0.467	0.286	1.04e-41	U	Intergenic	DHRS2
chr10	124054428	124054658	15806588	15806596	Bladder-Ep	chr10:124054428-124054658	8CpGs	230bp	0.077	0.86	0.783	0.422	0.283	1.37e-34	U	intron	BTBD16
chr18	74246866	74247019	23950635	23950642	Bladder-Ep	chr18:74246866-74247019	7CpGs	153bp	0.117	0.891	0.774	0.459	0.281	4.09e-49	U	intron	LOC284276
chr4	129712962	129713394	7072438	7072445	Bladder-Ep	chr4:129712962-129713394	7CpGs	432bp	0.225	0.906	0.681	0.516	0.278	1.29e-55	U	Intergenic	PHF17
chr7	27063444	27063749	10842043	10842055	Bladder-Ep	chr7:27063444-27063749	12CpGs	305bp	0.195	0.904	0.708	0.48	0.277	1.66e-51	U	Intergenic	HOXA1
chr13	20969691	20969953	18573623	18573630	Bladder-Ep	chr13:20969691-20969953	7CpGs	262bp	0.11	0.877	0.768	0.528	0.277	6.93e-49	U	Intergenic	MIR4499
chr11	131515832	131516239	17233376	17233382	Bladder-Ep	chr11:131515832-131516239	6CpGs	407bp	0.21	0.869	0.659	0.422	0.275	1.78e-36	U	intron	NTM
chr1	203273230	203273497	1821362	1821368	Bladder-Ep	chr1:203273230-203273497	6CpGs	267bp	0.174	0.928	0.754	0.539	0.275	6.51e-69	U	intron	LOC730227
chr3	126788816	126788943	5466084	5466093	Bladder-Ep	chr3:126788816-126788943	9CpGs	127bp	0.125	0.836	0.711	0.356	0.274	2.09e-27	U	Intergenic	PLXNA1
chr14	33119636	33120170	19476469	19476475	Bladder-Ep	chr14:33119636-33120170	6CpGs	534bp	0.126	0.887	0.762	0.333	0.273	1.19e-29	U	intron	AKAP6
chrX	49721248	49721636	27220103	27220108	Bladder-Ep	chrX:49721248-49721636	5CpGs	388bp	0.204	0.875	0.67	0.361	0.269	4.66e-39	U	intron	CLCN5
chr14	104047749	104048041	20149099	20149108	Bladder-Ep	chr14:104047749-104048041	9CpGs	292bp	0.231	0.924	0.693	0.457	0.269	4.43e-58	U	intron	APOPT1
chr8	82579222	82580128	12851550	12851557	Bladder-Ep	chr8:82579222-82580128	7CpGs	906bp	0.112	0.898	0.786	0.596	0.265	1.76e-57	U	intron	IMPA1
chr9	98119673	98119940	14078234	14078240	Bladder-Ep	chr9:98119673-98119940	6CpGs	267bp	0.139	0.882	0.743	0.455	0.263	2.12e-34	U	Intergenic	FANCC
chr15	101938761	101938873	21080256	21080268	Bladder-Ep	chr15:101938761-101938873	12CpGs	112bp	0.178	0.947	0.768	0.6	0.262	3.08e-75	U	exon,intron	PCSK6
chr2	55180750	55180954	2830387	2830396	Bladder-Ep	chr2:55180750-55180954	9CpGs	204bp	0.211	0.953	0.742	0.566	0.262	8.16e-72	U	intron	EML6
chr9	85843600	85843716	13946524	13946534	Bladder-Ep	chr9:85843600-85843716	10CpGs	116bp	0.14	0.895	0.754	0.521	0.26	8.73e-57	U	Intergenic	RASEF
chr17	36388261	36388527	22674152	22674166	Bladder-Ep	chr17:36388261-36388527	14CpGs	266bp	0.226	0.924	0.698	0.445	0.258	1.09e-60	U	intron	LOC440434
chr10	30453416	30453576	14972010	14972015	Bladder-Ep	chr10:30453416-30453576	5CpGs	160bp	0.174	0.851	0.676	0.38	0.258	4.49e-32	U	Intergenic	KIAA1462
chr19	53463258	53463449	24969037	24969043	Bladder-Ep	chr19:53463258-53463449	6CpGs	191bp	0.184	0.952	0.768	0.593	0.257	3.83e-64	U	intron	ZNF816
chr18	33741240	33741681	23624504	23624511	Bladder-Ep	chr18:33741240-33741681	7CpGs	441bp	0.283	0.909	0.626	0.37	0.256	1.93e-46	U	intron	ELP2
chr9	38638840	38638952	13717102	13717108	Bladder-Ep	chr9:38638840-38638952	6CpGs	112bp	0.211	0.892	0.68	0.44	0.256	4.32e-49	U	Intergenic	FAM201A
chr4	55455564	55456239	6579033	6579038	Bladder-Ep	chr4:55455564-55456239	5CpGs	675bp	0.198	0.863	0.666	0.432	0.256	9.24e-38	U	Intergenic	KIT
chr7	73730638	73730783	11279265	11279270	Bladder-Ep	chr7:73730638-73730783	5CpGs	145bp	0.201	0.911	0.71	0.487	0.255	7.78e-47	U	intron	CLIP2
chr12	124616141	124616671	18404941	18404949	Bladder-Ep	chr12:124616141-124616671	8CpGs	530bp	0.137	0.866	0.729	0.395	0.255	7.01e-34	U	intron	ZNF664-FAM101A
chr1	120215851	120216640	1290211	1290216	Bladder-Ep	chr1:120215851-120216640	5CpGs	789bp	0.0997	0.889	0.789	0.319	0.251	9.93e-34	U	Intergenic	ZNF697
chr14	24105184	24106091	19411073	19411093	Bladder-Ep	chr14:24105184-24106091	20CpGs	907bp	0.216	0.929	0.713	0.505	0.251	1.8e-69	U	promoter-TSS	DHRS2
chr2	30524427	30524604	2615194	2615199	Bladder-Ep	chr2:30524427-30524604	5CpGs	177bp	0.287	0.922	0.635	0.414	0.248	7.2e-48	U	Intergenic	LBH
chr2	43267250	43267421	2727611	2727616	Bladder-Ep	chr2:43267250-43267421	5CpGs	171bp	0.295	0.9	0.604	0.331	0.247	1.2e-35	U	Intergenic	ZFP36L2
chr1	240922366	240922535	2194345	2194352	Bladder-Ep	chr1:240922366-240922535	7CpGs	169bp	0.145	0.883	0.739	0.384	0.245	4.77e-39	U	Intergenic	GREM2
chr10	74560771	74562033	15331064	15331076	Bladder-Ep	chr10:74560771-74562033	12CpGs	1262bp	0.28	0.918	0.638	0.442	0.242	2.36e-54	U	intron	MCU
chr20	19289258	19289428	25253615	25253623	Bladder-Ep	chr20:19289258-19289428	8CpGs	170bp	0.114	0.835	0.721	0.452	0.239	2.82e-31	U	intron	SLC24A3
chr18	7048033	7048313	23406005	23406012	Bladder-Ep	chr18:7048033-7048313	7CpGs	280bp	0.107	0.833	0.725	0.47	0.239	1.26e-34	U	intron	LAMA1
chr18	7173233	7173411	23407963	23407974	Bladder-Ep	chr18:7173233-7173411	11CpGs	178bp	0.0942	0.892	0.798	0.393	0.238	7.6e-39	U	Intergenic	LAMA1
chr2	11108531	11108714	2425157	2425164	Bladder-Ep	chr2:11108531-11108714	7CpGs	183bp	0.177	0.855	0.679	0.354	0.238	2.81e-34	U	Intergenic	KCNF1
chr5	95992213	95992496	8302837	8302843	Bladder-Ep	chr5:95992213-95992496	6CpGs	283bp	0.248	0.886	0.638	0.42	0.235	3.63e-44	U	Intergenic	CAST
chr3	189704270	189704366	5970827	5970833	Bladder-Ep	chr3:189704270-189704366	6CpGs	96bp	0.0776	0.948	0.87	0.738	0.235	4.42e-75	U	intron	LEPREL1
chr10	28956172	28956309	14954852	14954857	Bladder-Ep	chr10:28956172-28956309	5CpGs	137bp	0.148	0.868	0.72	0.419	0.235	4.87e-34	U	Intergenic	BAMBI
chr15	81262936	81263036	20854459	20854464	Bladder-Ep	chr15:81262936-81263036	5CpGs	100bp	0.0834	0.921	0.838	0.574	0.233	1.99e-69	U	Intergenic	MESDC2
chr17	49162103	49162708	22880247	22880254	Bladder-Ep	chr17:49162103-49162708	7CpGs	605bp	0.174	0.894	0.72	0.329	0.233	3.85e-29	U	intron	SPAG9
chr2	231604240	231604554	4262644	4262658	Bladder-Ep	chr2:231604240-231604554	14CpGs	314bp	0.178	0.923	0.745	0.433	0.233	1.65e-56	U	intron	CAB39
chr21	43107863	43108409	26062054	26062064	Bladder-Ep	chr21:43107863-43108409	10CpGs	546bp	0.208	0.925	0.717	0.522	0.232	4.39e-63	U	intron	LINC00111
chr2	101802746	101803172	3217979	3217988	Bladder-Ep	chr2:101802746-101803172	9CpGs	426bp	0.257	0.889	0.631	0.34	0.231	3.43e-33	U	Intergenic	TBC1D8
chr1	118823577	118823833	1280297	1280311	Bladder-Ep	chr1:118823577-118823833	14CpGs	256bp	0.331	0.907	0.575	0.343	0.231	2.19e-49	U	Intergenic	SPAG17
chr14	55206370	55206541	19642680	19642685	Bladder-Ep	chr14:55206370-55206541	5CpGs	171bp	0.102	0.864	0.762	0.365	0.231	1.57e-32	U	intron	SAMD4A
chr13	43835051	43835441	18789968	18789975	Bladder-Ep	chr13:43835051-43835441	7CpGs	390bp	0.133	0.851	0.718	0.407	0.231	8.9e-32	U	intron	ENOX1
chr6	56894215	56894332	9654627	9654634	Bladder-Ep	chr6:56894215-56894332	7CpGs	117bp	0.071	0.881	0.81	0.45	0.23	1.9e-41	U	Intergenic	KIAA1586
chr14	103717739	103718125	20142671	20142681	Bladder-Ep	chr14:103717739-103718125	10CpGs	386bp	0.346	0.939	0.593	0.434	0.23	1.92e-64	U	Intergenic	LINC00605
chr6	1252667	1252846	9068902	9068910	Bladder-Ep	chr6:1252667-1252846	8CpGs	179bp	0.268	0.904	0.636	0.351	0.229	1.49e-34	U	Intergenic	FOXQ1
chr3	173816536	173817077	5827119	5827125	Bladder-Ep	chr3:173816536-173817077	6CpGs	541bp	0.059	0.814	0.754	0.389	0.228	3.26e-25	U	intron	NLGN1
chr19	46006156	46006295	24817114	24817119	Bladder-Ep	chr19:46006156-46006295	5CpGs	139bp	0.164	0.828	0.663	0.335	0.227	3.18e-31	U	TTS	PPM1N
chr8	53755910	53756057	12633853	12633861	Bladder-Ep	chr8:53755910-53756057	8CpGs	147bp	0.217	0.918	0.701	0.433	0.227	1.07e-57	U	Intergenic	NPBWR1
chr9	15542758	15543404	13526315	13526320	Bladder-Ep	chr9:15542758-15543404	5CpGs	646bp	0.322	0.902	0.58	0.335	0.225	2.06e-40	U	Intergenic	CCDC171
chr4	121662379	121662872	7017365	7017380	Bladder-Ep	chr4:121662379-121662872	15CpGs	493bp	0.154	0.897	0.743	0.429	0.224	1.53e-41	U	intron	PRDM5
chr7	34214882	34215193	10911011	10911029	Bladder-Ep	chr7:34214882-34215193	18CpGs	311bp	0.115	0.895	0.78	0.483	0.223	1.46e-41	U	Intergenic	BMPER
chr17	77844945	77845047	23244978	23244985	Bladder-Ep	chr17:77844945-77845047	7CpGs	102bp	0.158	0.929	0.771	0.407	0.223	5.54e-40	U	Intergenic	CBX4
chr2	24260144	24260497	2536284	2536291	Bladder-Ep	chr2:24260144-24260497	7CpGs	353bp	0.185	0.909	0.724	0.508	0.222	6.81e-60	U	intron	C2orf44
chr10	51500040	51500152	15146358	15146364	Bladder-Ep	chr10:51500040-51500152	6CpGs	112bp	0.0988	0.844	0.745	0.492	0.222	5.6e-39	U	Intergenic	AGAP7
chr4	166246441	166246976	7324647	7324653	Bladder-Ep	chr4:166246441-166246976	6CpGs	535bp	0.16	0.904	0.744	0.495	0.222	1.31e-47	U	Intergenic	MSMO1
chr22	35012625	35012727	26445660	26445666	Bladder-Ep	chr22:35012625-35012727	6CpGs	102bp	0.222	0.898	0.675	0.347	0.22	3.16e-39	U	Intergenic	ISX
chr3	11581015	11581215	4550875	4550882	Bladder-Ep	chr3:11581015-11581215	7CpGs	200bp	0.264	0.926	0.662	0.475	0.22	1.79e-63	U	intron	ATG7
chr3	22157400	22157746	4649645	4649650	Bladder-Ep	chr3:22157400-22157746	5CpGs	346bp	0.194	0.84	0.646	0.374	0.22	1.65e-29	U	Intergenic	ZNF385D
chr3	184566501	184566691	5921490	5921497	Bladder-Ep	chr3:184566501-184566691	7CpGs	190bp	0.156	0.926	0.769	0.533	0.219	4.45e-52	U	intron	VPS8
chr14	50835876	50836194	19604680	19604685	Bladder-Ep	chr14:50835876-50836194	5CpGs	318bp	0.134	0.896	0.763	0.45	0.218	3.11e-30	U	intron	CDKL1
chr8	37682104	37682234	12506475	12506480	Bladder-Ep	chr8:37682104-37682234	5CpGs	130bp	0.199	0.875	0.676	0.352	0.218	6.61e-36	U	intron	GPR124
chr13	37604069	37604829	18741042	18741049	Bladder-Ep	chr13:37604069-37604829	7CpGs	760bp	0.178	0.892	0.714	0.431	0.216	9.14e-46	U	intron	SUPT20H
chr12	133435698	133435923	18545364	18545378	Bladder-Ep	chr12:133435698-133435923	14CpGs	225bp	0.151	0.925	0.774	0.637	0.215	2.66e-72	U	exon,intron	CHFR
chr12	11795761	11796562	17421032	17421041	Bladder-Ep	chr12:11795761-11796562	9CpGs	801bp	0.136	0.904	0.767	0.527	0.214	4.23e-52	U	Intergenic	ETV6
chr8	27981782	27982447	12424662	12424667	Bladder-Ep	chr8:27981782-27982447	5CpGs	665bp	0.286	0.926	0.64	0.438	0.214	5.73e-52	U	intron	ELP3
chr17	9338011	9338621	22370370	22370376	Bladder-Ep	chr17:9338011-9338621	6CpGs	610bp	0.151	0.87	0.719	0.341	0.213	1.14e-32	U	intron	STX8
chr1	202026867	202027318	1805934	1805941	Bladder-Ep	chr1:202026867-202027318	7CpGs	451bp	0.356	0.863	0.506	0.292	0.213	1.61e-24	U	Intergenic	ELF3
chr10	98602423	98602685	15544206	15544211	Bladder-Ep	chr10:98602423-98602685	5CpGs	262bp	0.211	0.892	0.68	0.344	0.211	7.04e-36	U	intron	LCOR
chr8	59283087	59283164	12681497	12681502	Bladder-Ep	chr8:59283087-59283164	5CpGs	77bp	0.146	0.862	0.716	0.43	0.211	5.82e-36	U	Intergenic	UBXN2B
chr20	19204280	19204438	25252840	25252845	Bladder-Ep	chr20:19204280-19204438	5CpGs	158bp	0.352	0.922	0.57	0.317	0.21	2.65e-42	U	intron	SLC24A3
chr16	86636514	86636827	22090735	22090742	Bladder-Ep	chr16:86636514-86636827	7CpGs	313bp	0.111	0.817	0.706	0.393	0.209	4.48e-27	U	Intergenic	FOXL1
chr9	75175475	75175696	13866145	13866156	Bladder-Ep	chr9:75175475-75175696	11CpGs	221bp	0.356	0.912	0.556	0.335	0.209	1.61e-38	U	intron	TMC1
chr5	82561678	82562174	8219497	8219503	Bladder-Ep	chr5:82561678-82562174	6CpGs	496bp	0.334	0.909	0.575	0.304	0.208	1.81e-34	U	intron	XRCC4
chr11	107416771	107417198	16982884	16982889	Bladder-Ep	chr11:107416771-107417198	5CpGs	427bp	0.161	0.874	0.714	0.358	0.208	1.86e-29	U	intron	ALKBH8
chr10	70184305	70184465	15271372	15271383	Bladder-Ep	chr10:70184305-70184465	11CpGs	160bp	0.161	0.941	0.78	0.437	0.207	1.39e-53	U	intron	DNA2
chr18	8552688	8552912	23421423	23421429	Bladder-Ep	chr18:8552688-8552912	6CpGs	224bp	0.155	0.891	0.737	0.496	0.207	2.71e-46	U	Intergenic	RAB12
chr9	98919710	98919766	14088826	14088832	Bladder-Ep	chr9:98919710-98919766	6CpGs	56bp	0.164	0.885	0.721	0.371	0.207	3.38e-30	U	Intergenic	LOC158434
chr15	58727874	58728190	20595812	20595821	Bladder-Ep	chr15:58727874-58728190	9CpGs	316bp	0.345	0.932	0.587	0.421	0.206	3.1e-62	U	intron	LIPC
chr20	50247316	50247452	25593197	25593203	Bladder-Ep	chr20:50247316-50247452	6CpGs	136bp	0.217	0.934	0.717	0.446	0.205	3.76e-56	U	intron	ATP9A
chr2	30653591	30653622	2616530	2616535	Bladder-Ep	chr2:30653591-30653622	5CpGs	31bp	0.163	0.932	0.769	0.535	0.205	4.53e-56	U	Intergenic	LCLAT1
chr2	228613435	228613963	4237795	4237801	Bladder-Ep	chr2:228613435-228613963	6CpGs	528bp	0.323	0.896	0.573	0.331	0.205	7.69e-42	U	Intergenic	SLC19A3
chr16	89674297	89674436	22170511	22170519	Bladder-Ep	chr16:89674297-89674436	8CpGs	139bp	0.171	0.808	0.636	0.26	0.204	8.58e-21	U	Intergenic	DPEP1
chr2	29447485	29447586	2605375	2605381	Bladder-Ep	chr2:29447485-29447586	6CpGs	101bp	0.188	0.861	0.673	0.442	0.204	7.27e-43	U	intron	ALK
chr14	56735184	56735939	19657629	19657638	Bladder-Ep	chr14:56735184-56735939	9CpGs	755bp	0.164	0.902	0.738	0.397	0.203	9.96e-45	U	intron	PELI2
chr10	3985198	3985387	14693955	14693960	Bladder-Ep	chr10:3985198-3985387	5CpGs	189bp	0.126	0.868	0.742	0.395	0.202	2.85e-38	U	Intergenic	KLF6
chr17	5738472	5738603	22305430	22305438	Bladder-Ep	chr17:5738472-5738603	8CpGs	131bp	0.274	0.91	0.636	0.433	0.202	7.02e-50	U	intron	LOC339166
chr1	33609720	33609941	562500	562512	Bladder-Ep	chr1:33609720-33609941	12CpGs	221bp	0.125	0.937	0.812	0.681	0.202	1.45e-64	U	Intergenic	TRIM62
chr22	33089214	33089639	26426046	26426056	Bladder-Ep	chr22:33089214-33089639	10CpGs	425bp	0.148	0.874	0.726	0.434	0.201	2.17e-42	U	intron	SYN3
chr13	110832875	110833093	19272555	19272562	Bladder-Ep	chr13:110832875-110833093	7CpGs	218bp	0.27	0.905	0.635	0.389	0.2	4e-51	U	intron	COL4A1
chr13	81476948	81477470	19047916	19047922	Bladder-Ep	chr13:81476948-81477470	6CpGs	522bp	0.101	0.857	0.756	0.285	0.199	9.2e-33	U	Intergenic	SPRY2
chr9	15513985	15514009	13525930	13525935	Bladder-Ep	chr9:15513985-15514009	5CpGs	24bp	0.158	0.887	0.729	0.401	0.199	5.41e-32	U	Intergenic	PSIP1
chr16	1603357	1603506	21145278	21145286	Bladder-Ep	chr16:1603357-1603506	8CpGs	149bp	0.146	0.899	0.753	0.421	0.199	7.69e-43	U	intron	TMEM204
chr9	135812999	135813249	14494550	14494555	Bladder-Ep	chr9:135812999-135813249	5CpGs	250bp	0.173	0.908	0.735	0.383	0.199	3.85e-40	U	intron	TSC1
chr20	31391898	31392659	25353849	25353859	Bladder-Ep	chr20:31391898-31392659	10CpGs	761bp	0.355	0.929	0.573	0.382	0.198	3.2e-59	U	intron	DNMT3B
chr8	133936781	133937077	13225475	13225480	Bladder-Ep	chr8:133936781-133937077	5CpGs	296bp	0.237	0.87	0.634	0.302	0.198	7.15e-30	U	intron	TG
chr7	86668921	86669145	11393544	11393551	Bladder-Ep	chr7:86668921-86669145	7CpGs	224bp	0.146	0.745	0.599	0.355	0.197	8.21e-22	U	intron	KIAA1324L
chr9	90892837	90893046	13995255	13995260	Bladder-Ep	chr9:90892837-90893046	5CpGs	209bp	0.283	0.888	0.606	0.322	0.196	1.4e-35	U	Intergenic	SPIN1
chr18	8458878	8459062	23420420	23420427	Bladder-Ep	chr18:8458878-8459062	7CpGs	184bp	0.107	0.816	0.71	0.367	0.196	1.37e-32	U	Intergenic	LOC100192426
chr2	61175512	61175883	2873718	2873728	Bladder-Ep	chr2:61175512-61175883	10CpGs	371bp	0.103	0.92	0.817	0.379	0.196	2.58e-32	U	intron	PUS10
chr6	167137819	167138150	10465356	10465363	Bladder-Ep	chr6:167137819-167138150	7CpGs	331bp	0.186	0.867	0.681	0.383	0.194	2.47e-31	U	intron	RPS6KA2
chr2	1692639	1692911	2310735	2310745	Bladder-Ep	chr2:1692639-1692911	10CpGs	272bp	0.167	0.908	0.741	0.466	0.193	3.55e-53	U	intron	PXDN
chr8	128676466	128676733	13184701	13184709	Bladder-Ep	chr8:128676466-128676733	8CpGs	267bp	0.321	0.909	0.588	0.299	0.192	6.1e-39	U	Intergenic	MYC
chr4	103900660	103901142	6902229	6902234	Bladder-Ep	chr4:103900660-103901142	5CpGs	482bp	0.0702	0.864	0.794	0.495	0.191	1.81e-37	U	intron	SLC9B1
chr1	224792401	224793414	2012938	2012945	Bladder-Ep	chr1:224792401-224793414	7CpGs	1013bp	0.322	0.907	0.585	0.341	0.191	1.95e-40	U	Intergenic	CNIH3
chr2	44975430	44975638	2745181	2745187	Bladder-Ep	chr2:44975430-44975638	6CpGs	208bp	0.314	0.939	0.625	0.444	0.19	4.09e-65	U	intron	CAMKMT
chr21	47335732	47335970	26156945	26156950	Bladder-Ep	chr21:47335732-47335970	5CpGs	238bp	0.342	0.903	0.561	0.362	0.19	9.63e-45	U	intron	PCBP3
chr19	46005910	46006102	24817107	24817113	Bladder-Ep	chr19:46005910-46006102	6CpGs	192bp	0.171	0.87	0.698	0.4	0.19	6.93e-37	U	TTS	PPM1N
chr17	39659217	39659640	22725023	22725034	Bladder-Ep	chr17:39659217-39659640	11CpGs	423bp	0.134	0.892	0.758	0.452	0.19	3.61e-41	U	exon,intron	KRT13
chr10	54259688	54260368	15166322	15166329	Bladder-Ep	chr10:54259688-54260368	7CpGs	680bp	0.135	0.868	0.732	0.394	0.189	7.44e-41	U	Intergenic	DKK1
chr7	141808702	141808763	11871394	11871399	Bladder-Ep	chr7:141808702-141808763	5CpGs	61bp	0.204	0.923	0.719	0.458	0.189	2.69e-58	U	exon	MGAM
chr22	41111889	41112251	26547935	26547944	Bladder-Ep	chr22:41111889-41112251	9CpGs	362bp	0.306	0.887	0.581	0.345	0.189	5.14e-35	U	Intergenic	MCHR1
chr9	1264232	1265060	13421182	13421188	Bladder-Ep	chr9:1264232-1265060	6CpGs	828bp	0.182	0.818	0.636	0.33	0.188	2.33e-25	U	Intergenic	DMRT2
chr20	43358892	43359077	25496458	25496465	Bladder-Ep	chr20:43358892-43359077	7CpGs	185bp	0.301	0.9	0.599	0.297	0.188	9.02e-35	U	Intergenic	WISP2
chr11	43943238	43943764	16384758	16384764	Bladder-Ep	chr11:43943238-43943764	6CpGs	526bp	0.0808	0.838	0.757	0.348	0.187	6.31e-23	U	Intergenic	LOC100507300
chr15	67441115	67441518	20695916	20695921	Bladder-Ep	chr15:67441115-67441518	5CpGs	403bp	0.252	0.901	0.649	0.422	0.187	1.68e-46	U	intron	SMAD3
chr18	12723938	12724418	23472404	23472411	Bladder-Ep	chr18:12723938-12724418	7CpGs	480bp	0.163	0.908	0.744	0.367	0.185	1.29e-40	U	intron	PSMG2
chr17	63883436	63884072	23031762	23031767	Bladder-Ep	chr17:63883436-63884072	5CpGs	636bp	0.218	0.891	0.673	0.371	0.185	9.32e-38	U	intron	CEP112
chr8	126291702	126292152	13165583	13165588	Bladder-Ep	chr8:126291702-126292152	5CpGs	450bp	0.246	0.882	0.636	0.278	0.184	5.18e-26	U	intron	NSMCE2
chr2	10162505	10162865	2407680	2407689	Bladder-Ep	chr2:10162505-10162865	9CpGs	360bp	0.217	0.905	0.688	0.457	0.183	4.53e-53	U	Intergenic	KLF11
chr10	33311432	33311625	14999245	14999250	Bladder-Ep	chr10:33311432-33311625	5CpGs	193bp	0.142	0.892	0.75	0.377	0.183	6.35e-35	U	Intergenic	ITGB1
chr8	134917504	134917801	13236084	13236090	Bladder-Ep	chr8:134917504-134917801	6CpGs	297bp	0.209	0.864	0.655	0.375	0.182	1.61e-32	U	Intergenic	ST3GAL1
chr5	133681166	133681773	8561003	8561009	Bladder-Ep	chr5:133681166-133681773	6CpGs	607bp	0.236	0.869	0.633	0.277	0.181	1.64e-33	U	intron	CDKL3
chr6	114453911	114454121	10022422	10022427	Bladder-Ep	chr6:114453911-114454121	5CpGs	210bp	0.139	0.894	0.755	0.367	0.181	2.48e-38	U	Intergenic	HS3ST5
chr4	6696935	6697114	6201128	6201133	Bladder-Ep	chr4:6696935-6697114	5CpGs	179bp	0.157	0.931	0.774	0.398	0.18	9.13e-45	U	intron	S100P
chr4	6694162	6694451	6201067	6201075	Bladder-Ep	chr4:6694162-6694451	8CpGs	289bp	0.188	0.877	0.689	0.384	0.179	1.14e-35	U	Intergenic	S100P
chr6	37102044	37102317	9482622	9482628	Bladder-Ep	chr6:37102044-37102317	6CpGs	273bp	0.137	0.885	0.748	0.473	0.179	3.86e-35	U	Intergenic	PIM1
chr10	34773423	34773829	15012603	15012608	Bladder-Ep	chr10:34773423-34773829	5CpGs	406bp	0.247	0.895	0.648	0.353	0.177	3.61e-34	U	intron	PARD3
chr2	110394539	110395110	3299653	3299663	Bladder-Ep	chr2:110394539-110395110	10CpGs	571bp	0.194	0.9	0.706	0.441	0.177	5.22e-48	U	Intergenic	SOWAHC
chr8	141749367	141750091	13299950	13299959	Bladder-Ep	chr8:141749367-141750091	9CpGs	724bp	0.228	0.899	0.671	0.298	0.176	5.97e-37	U	intron	PTK2
chr6	126115982	126116529	10097062	10097068	Bladder-Ep	chr6:126115982-126116529	6CpGs	547bp	0.198	0.896	0.697	0.379	0.176	2.89e-38	U	intron	NCOA7
chr12	109936018	109936169	18196757	18196764	Bladder-Ep	chr12:109936018-109936169	7CpGs	151bp	0.301	0.941	0.639	0.385	0.175	2.82e-58	U	exon	UBE3B
chr19	18964013	18964409	24473235	24473248	Bladder-Ep	chr19:18964013-18964409	13CpGs	396bp	0.345	0.933	0.588	0.442	0.175	4.48e-67	U	exon,intron	UPF1
chr14	37516288	37516679	19518840	19518845	Bladder-Ep	chr14:37516288-37516679	5CpGs	391bp	0.288	0.871	0.583	0.33	0.174	1.16e-36	U	intron	SLC25A21
chr5	156450889	156451084	8775529	8775534	Bladder-Ep	chr5:156450889-156451084	5CpGs	195bp	0.221	0.896	0.676	0.319	0.174	1.62e-30	U	Intergenic	HAVCR1
chr7	140707631	140707986	11861765	11861770	Bladder-Ep	chr7:140707631-140707986	5CpGs	355bp	0.13	0.881	0.751	0.402	0.173	1.14e-37	U	intron	MRPS33
