#chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction
chr10	72801013	72802275	15768664	15768676	Bladder-Ep	chr10:72801013-72802275	12CpGs	1262bp	0.28	0.907	0.627	0.409	0.287	5.23e-55	U
chr2	10968405	10968588	2515882	2515889	Bladder-Ep	chr2:10968405-10968588	7CpGs	183bp	0.194	0.847	0.652	0.343	0.285	6.72e-35	U
chr16	12143027	12143297	21956831	21956842	Bladder-Ep	chr16:12143027-12143297	11CpGs	270bp	0.307	0.932	0.626	0.387	0.284	2.79e-62	U
chr2	188783730	188783802	4039066	4039072	Bladder-Ep	chr2:188783730-188783802	6CpGs	72bp	0.179	0.926	0.747	0.558	0.282	6.8e-71	U
chr7	140810366	140810803	12206972	12206983	Bladder-Ep	chr7:140810366-140810803	11CpGs	437bp	0.215	0.916	0.701	0.494	0.282	7.65e-65	U
chr9	36274914	36275152	14065023	14065034	Bladder-Ep	chr9:36274914-36275152	11CpGs	238bp	0.281	0.937	0.656	0.408	0.279	7.6e-70	U
chr19	48802508	48802742	25794856	25794863	Bladder-Ep	chr19:48802508-48802742	7CpGs	234bp	0.117	0.9	0.782	0.472	0.278	8.15e-48	U
chr13	113996955	113997390	19910404	19910412	Bladder-Ep	chr13:113996955-113997390	8CpGs	435bp	0.349	0.879	0.531	0.368	0.277	1.81e-51	U
chr13	20395552	20395814	19135526	19135533	Bladder-Ep	chr13:20395552-20395814	7CpGs	262bp	0.124	0.871	0.746	0.514	0.275	3.22e-50	U
chr19	52960005	52960196	25875102	25875108	Bladder-Ep	chr19:52960005-52960196	6CpGs	191bp	0.195	0.943	0.747	0.573	0.275	1.99e-64	U
chr9	89954775	89955143	14416284	14416290	Bladder-Ep	chr9:89954775-89955143	6CpGs	368bp	0.165	0.913	0.748	0.578	0.274	7.94e-57	U
chr14	23635975	23636882	20010862	20010882	Bladder-Ep	chr14:23635975-23636882	20CpGs	907bp	0.225	0.919	0.695	0.493	0.273	5.82e-71	U
chrY	26340085	26340180	29392388	29392394	Bladder-Ep	chrY:26340085-26340180	6CpGs	95bp	0.0696	0.743	0.673	0.372	0.272	3.35e-14	U
chr7	87039859	87039963	11739263	11739271	Bladder-Ep	chr7:87039859-87039963	8CpGs	104bp	0.13	0.723	0.592	0.34	0.272	2.98e-21	U
chr12	124131766	124132125	18930212	18930219	Bladder-Ep	chr12:124131766-124132125	7CpGs	359bp	0.149	0.864	0.716	0.385	0.269	2.49e-33	U
chrX	49956637	49957025	28321392	28321397	Bladder-Ep	chrX:49956637-49957025	5CpGs	388bp	0.211	0.866	0.655	0.379	0.267	4.9e-41	U
chr7	27023825	27024130	11136181	11136193	Bladder-Ep	chr7:27023825-27024130	12CpGs	305bp	0.209	0.897	0.688	0.457	0.267	2.03e-52	U
chr19	11815956	11816062	25184580	25184585	Bladder-Ep	chr19:11815956-11816062	5CpGs	106bp	0.0909	0.928	0.837	0.614	0.262	1.6e-64	U
chr5	96656509	96656792	8561006	8561012	Bladder-Ep	chr5:96656509-96656792	6CpGs	283bp	0.241	0.878	0.637	0.416	0.261	2.1e-45	U
chr11	131645938	131646345	17720191	17720197	Bladder-Ep	chr11:131645938-131646345	6CpGs	407bp	0.217	0.862	0.645	0.416	0.26	4.71e-37	U
chr9	95357391	95357658	14480810	14480816	Bladder-Ep	chr9:95357391-95357658	6CpGs	267bp	0.145	0.878	0.733	0.451	0.26	1.31e-35	U
chr20	19308614	19308784	26159580	26159588	Bladder-Ep	chr20:19308614-19308784	8CpGs	170bp	0.119	0.829	0.71	0.44	0.26	6.04e-32	U
chr10	122294913	122295143	16244213	16244221	Bladder-Ep	chr10:122294913-122295143	8CpGs	230bp	0.0989	0.855	0.756	0.418	0.259	6.88e-35	U
chr14	103581412	103581704	20748916	20748925	Bladder-Ep	chr14:103581412-103581704	9CpGs	292bp	0.238	0.914	0.676	0.452	0.259	4.86e-59	U
chr4	120741224	120741717	7214932	7214947	Bladder-Ep	chr4:120741224-120741717	15CpGs	493bp	0.164	0.891	0.727	0.427	0.258	3.86e-43	U
chr2	130327973	130328055	3617145	3617152	Bladder-Ep	chr2:130327973-130328055	7CpGs	82bp	0.0716	0.809	0.738	0.411	0.256	2.45e-38	U
chr20	35171152	35171348	26346820	26346825	Bladder-Ep	chr20:35171152-35171348	5CpGs	196bp	0.196	0.904	0.709	0.444	0.255	1.2e-54	U
chr21	41687703	41688249	27105537	27105547	Bladder-Ep	chr21:41687703-41688249	10CpGs	546bp	0.228	0.917	0.689	0.489	0.254	4.37e-64	U
chr17	41502965	41503388	23496273	23496284	Bladder-Ep	chr17:41502965-41503388	11CpGs	423bp	0.138	0.886	0.747	0.45	0.254	1.92e-43	U
chr2	230739525	230739839	4381313	4381327	Bladder-Ep	chr2:230739525-230739839	14CpGs	314bp	0.185	0.911	0.726	0.42	0.252	7.73e-58	U
chr20	62868078	62868307	26711634	26711639	Bladder-Ep	chr20:62868078-62868307	5CpGs	229bp	0.165	0.857	0.692	0.32	0.25	1.5e-31	U
chr4	174375608	174375827	7585757	7585763	Bladder-Ep	chr4:174375608-174375827	6CpGs	219bp	0.212	0.894	0.682	0.363	0.249	9.4e-51	U
chr18	76534909	76535062	24808078	24808085	Bladder-Ep	chr18:76534909-76535062	7CpGs	153bp	0.133	0.883	0.75	0.457	0.248	6.96e-51	U
chr9	15513987	15514011	13903026	13903031	Bladder-Ep	chr9:15513987-15514011	5CpGs	24bp	0.183	0.88	0.697	0.38	0.248	7.75e-33	U
chr9	38638843	38638955	14094197	14094203	Bladder-Ep	chr9:38638843-38638955	6CpGs	112bp	0.223	0.887	0.663	0.415	0.247	6.64e-49	U
chr10	79287434	79287859	15834740	15834746	Bladder-Ep	chr10:79287434-79287859	6CpGs	425bp	0.313	0.898	0.585	0.339	0.247	4.27e-50	U
chr8	62456435	62456514	13090384	13090390	Bladder-Ep	chr8:62456435-62456514	6CpGs	79bp	0.285	0.911	0.626	0.367	0.246	5.63e-49	U
chr15	101482019	101482100	21714642	21714647	Bladder-Ep	chr15:101482019-101482100	5CpGs	81bp	0.319	0.882	0.563	0.38	0.246	1.06e-51	U
chr9	72560730	72560780	14267605	14267610	Bladder-Ep	chr9:72560730-72560780	5CpGs	50bp	0.288	0.936	0.648	0.415	0.245	5.25e-51	U
chr10	30164487	30164647	15376217	15376222	Bladder-Ep	chr10:30164487-30164647	5CpGs	160bp	0.196	0.844	0.647	0.327	0.244	2e-31	U
chr4	37527482	37527647	6623048	6623053	Bladder-Ep	chr4:37527482-37527647	5CpGs	165bp	0.13	0.886	0.757	0.403	0.243	3.04e-39	U
chr15	80970595	80970695	21490402	21490407	Bladder-Ep	chr15:80970595-80970695	5CpGs	100bp	0.103	0.914	0.811	0.561	0.239	1.17e-70	U
chr9	96157428	96157484	14491402	14491408	Bladder-Ep	chr9:96157428-96157484	6CpGs	56bp	0.174	0.877	0.702	0.312	0.238	7.87e-31	U
chr2	30301561	30301738	2705836	2705841	Bladder-Ep	chr2:30301561-30301738	5CpGs	177bp	0.311	0.909	0.598	0.419	0.238	3.41e-48	U
chr17	79871146	79871248	24023087	24023094	Bladder-Ep	chr17:79871146-79871248	7CpGs	102bp	0.185	0.919	0.733	0.395	0.236	8.88e-41	U
chr2	54953613	54953817	2920995	2921004	Bladder-Ep	chr2:54953613-54953817	9CpGs	204bp	0.237	0.944	0.707	0.538	0.236	2.91e-69	U
chr3	184848713	184848903	6090182	6090189	Bladder-Ep	chr3:184848713-184848903	7CpGs	190bp	0.171	0.915	0.744	0.458	0.235	1.3e-52	U
chr8	81666987	81667893	13230364	13230371	Bladder-Ep	chr8:81666987-81667893	7CpGs	906bp	0.138	0.884	0.746	0.556	0.234	4.83e-57	U
chr13	43260915	43261305	19351873	19351880	Bladder-Ep	chr13:43260915-43261305	7CpGs	390bp	0.139	0.844	0.705	0.43	0.232	1.26e-32	U
chr1	236628657	236628827	2248066	2248071	Bladder-Ep	chr1:236628657-236628827	5CpGs	170bp	0.195	0.896	0.701	0.487	0.229	1.55e-50	U
chr9	132937612	132937862	14897893	14897898	Bladder-Ep	chr9:132937612-132937862	5CpGs	250bp	0.172	0.901	0.729	0.375	0.229	7.86e-42	U
chr5	149392989	149393065	8967073	8967080	Bladder-Ep	chr5:149392989-149393065	7CpGs	76bp	0.213	0.896	0.683	0.435	0.228	5.79e-52	U
chr14	32650430	32650964	20076259	20076265	Bladder-Ep	chr14:32650430-32650964	6CpGs	534bp	0.144	0.88	0.736	0.351	0.228	1.71e-30	U
chr17	29655294	29655675	23343390	23343397	Bladder-Ep	chr17:29655294-29655675	7CpGs	381bp	0.364	0.915	0.551	0.401	0.227	2.37e-56	U
chr10	46095670	46095782	15548157	15548163	Bladder-Ep	chr10:46095670-46095782	6CpGs	112bp	0.106	0.832	0.726	0.499	0.227	1.51e-40	U
chr3	22115908	22116254	4768925	4768930	Bladder-Ep	chr3:22115908-22116254	5CpGs	346bp	0.218	0.833	0.615	0.367	0.227	5.96e-29	U
chr14	91025205	91025548	20573665	20573670	Bladder-Ep	chr14:91025205-91025548	5CpGs	343bp	0.274	0.911	0.637	0.416	0.226	2.27e-50	U
chr8	28124265	28124930	12774031	12774036	Bladder-Ep	chr8:28124265-28124930	5CpGs	665bp	0.297	0.915	0.618	0.438	0.226	3.08e-51	U
chr7	34175385	34175581	11205156	11205166	Bladder-Ep	chr7:34175385-34175581	10CpGs	196bp	0.133	0.906	0.773	0.438	0.225	4.74e-45	U
chr10	68424548	68424708	15708972	15708983	Bladder-Ep	chr10:68424548-68424708	11CpGs	160bp	0.163	0.931	0.769	0.455	0.225	5.72e-56	U
chr2	232885203	232885330	4413907	4413913	Bladder-Ep	chr2:232885203-232885330	6CpGs	127bp	0.18	0.864	0.684	0.432	0.225	1.21e-41	U
chr17	56887168	56887413	23695417	23695422	Bladder-Ep	chr17:56887168-56887413	5CpGs	245bp	0.159	0.936	0.777	0.548	0.224	1.56e-65	U
chr7	142108902	142108963	12218481	12218486	Bladder-Ep	chr7:142108902-142108963	5CpGs	61bp	0.231	0.915	0.684	0.465	0.222	3.13e-59	U
chr20	32804092	32804853	26313477	26313487	Bladder-Ep	chr20:32804092-32804853	10CpGs	761bp	0.367	0.919	0.552	0.381	0.222	6.12e-60	U
chr6	1252432	1252611	9327151	9327159	Bladder-Ep	chr6:1252432-1252611	8CpGs	179bp	0.288	0.896	0.607	0.343	0.222	1.44e-34	U
chr8	125695658	125695950	13549370	13549376	Bladder-Ep	chr8:125695658-125695950	6CpGs	292bp	0.232	0.904	0.673	0.408	0.222	2.16e-52	U
chr15	58435675	58435991	21231747	21231756	Bladder-Ep	chr15:58435675-58435991	9CpGs	316bp	0.354	0.923	0.569	0.412	0.221	1.67e-63	U
chr1	119673228	119674017	1290119	1290124	Bladder-Ep	chr1:119673228-119674017	5CpGs	789bp	0.108	0.881	0.773	0.305	0.221	1.31e-34	U
chr10	96842666	96842928	15981808	15981813	Bladder-Ep	chr10:96842666-96842928	5CpGs	262bp	0.214	0.874	0.661	0.334	0.219	3.01e-35	U
chr7	105150243	105150408	11921418	11921424	Bladder-Ep	chr7:105150243-105150408	6CpGs	165bp	0.171	0.939	0.769	0.579	0.219	1.99e-64	U
chr20	19223636	19223794	26158805	26158810	Bladder-Ep	chr20:19223636-19223794	5CpGs	158bp	0.363	0.909	0.546	0.328	0.218	2.45e-42	U
chr14	50369158	50369476	20204489	20204494	Bladder-Ep	chr14:50369158-50369476	5CpGs	318bp	0.139	0.888	0.748	0.436	0.218	5.17e-32	U
chr10	34484495	34484901	15416810	15416815	Bladder-Ep	chr10:34484495-34484901	5CpGs	406bp	0.253	0.887	0.634	0.335	0.218	9.3e-35	U
chr8	52843350	52843497	13012664	13012672	Bladder-Ep	chr8:52843350-52843497	8CpGs	147bp	0.226	0.906	0.681	0.38	0.218	1.75e-59	U
chr13	73335967	73336240	19558324	19558331	Bladder-Ep	chr13:73335967-73336240	7CpGs	273bp	0.284	0.901	0.617	0.38	0.217	5.51e-49	U
chr4	165324983	165325824	7522210	7522218	Bladder-Ep	chr4:165324983-165325824	8CpGs	841bp	0.268	0.897	0.63	0.395	0.217	1.76e-49	U
chr3	174098746	174099287	5995810	5995816	Bladder-Ep	chr3:174098746-174099287	6CpGs	541bp	0.0755	0.808	0.732	0.37	0.217	1.67e-25	U
chr18	8458880	8459064	24199255	24199262	Bladder-Ep	chr18:8458880-8459064	7CpGs	184bp	0.105	0.812	0.707	0.377	0.217	2.32e-33	U
chr1	208054485	208054834	1964718	1964724	Bladder-Ep	chr1:208054485-208054834	6CpGs	349bp	0.212	0.861	0.649	0.411	0.216	1.22e-34	U
chr16	89607889	89608028	22856617	22856625	Bladder-Ep	chr16:89607889-89608028	8CpGs	139bp	0.184	0.804	0.62	0.269	0.214	2.99e-21	U
chr9	19059694	19060106	13931863	13931868	Bladder-Ep	chr9:19059694-19060106	5CpGs	412bp	0.275	0.921	0.646	0.407	0.214	7.44e-55	U
chr7	74316308	74316453	11627987	11627992	Bladder-Ep	chr7:74316308-74316453	5CpGs	145bp	0.211	0.901	0.69	0.482	0.213	1.12e-48	U
chr13	80902813	80903335	19609816	19609822	Bladder-Ep	chr13:80902813-80903335	6CpGs	522bp	0.124	0.85	0.726	0.278	0.213	2.44e-34	U
chr22	34616633	34616735	27545370	27545376	Bladder-Ep	chr22:34616633-34616735	6CpGs	102bp	0.235	0.888	0.654	0.351	0.213	5.2e-39	U
chr9	15542760	15543406	13903411	13903416	Bladder-Ep	chr9:15542760-15543406	5CpGs	646bp	0.343	0.896	0.553	0.332	0.212	3.96e-40	U
chr1	20139332	20139597	365193	365201	Bladder-Ep	chr1:20139332-20139597	8CpGs	265bp	0.288	0.906	0.618	0.374	0.212	2.73e-52	U
chr9	88277922	88278131	14396710	14396715	Bladder-Ep	chr9:88277922-88278131	5CpGs	209bp	0.3	0.88	0.58	0.32	0.212	3.37e-35	U
chr13	110180528	110180746	19834666	19834673	Bladder-Ep	chr13:110180528-110180746	7CpGs	218bp	0.268	0.899	0.631	0.395	0.21	9.75e-54	U
chr13	37029932	37030692	19302947	19302954	Bladder-Ep	chr13:37029932-37030692	7CpGs	760bp	0.188	0.884	0.696	0.43	0.21	2.26e-46	U
chr1	118280954	118281203	1280205	1280218	Bladder-Ep	chr1:118280954-118281203	13CpGs	249bp	0.331	0.902	0.571	0.329	0.21	3.57e-50	U
chr2	43040111	43040282	2818219	2818224	Bladder-Ep	chr2:43040111-43040282	5CpGs	171bp	0.314	0.892	0.578	0.309	0.21	2.87e-35	U
chr2	30430725	30430756	2707172	2707177	Bladder-Ep	chr2:30430725-30430756	5CpGs	31bp	0.165	0.929	0.764	0.558	0.21	1.27e-56	U
chr3	189986481	189986577	6139520	6139526	Bladder-Ep	chr3:189986481-189986577	6CpGs	96bp	0.105	0.929	0.824	0.612	0.209	1.77e-71	U
chr21	45915818	45916056	27200433	27200438	Bladder-Ep	chr21:45915818-45916056	5CpGs	238bp	0.34	0.895	0.554	0.345	0.209	1.53e-46	U
chr10	125008144	125008247	16280615	16280620	Bladder-Ep	chr10:125008144-125008247	5CpGs	103bp	0.125	0.857	0.733	0.346	0.209	1.69e-23	U
chr17	51084960	51085347	23655299	23655305	Bladder-Ep	chr17:51084960-51085347	6CpGs	387bp	0.0957	0.884	0.789	0.36	0.208	3.97e-29	U
chr7	116409019	116409145	11999962	11999969	Bladder-Ep	chr7:116409019-116409145	7CpGs	126bp	0.0964	0.877	0.78	0.523	0.208	5.61e-51	U
chr2	44748291	44748499	2835789	2835795	Bladder-Ep	chr2:44748291-44748499	6CpGs	208bp	0.328	0.93	0.603	0.422	0.208	1.06e-64	U
chr17	65887318	65887954	23808542	23808547	Bladder-Ep	chr17:65887318-65887954	5CpGs	636bp	0.228	0.884	0.656	0.368	0.207	2.05e-39	U
chr13	48504261	48504615	19396619	19396625	Bladder-Ep	chr13:48504261-48504615	6CpGs	354bp	0.323	0.917	0.594	0.257	0.207	7.56e-39	U
chr9	83228685	83228801	14347979	14347989	Bladder-Ep	chr9:83228685-83228801	10CpGs	116bp	0.176	0.877	0.701	0.469	0.207	1.45e-55	U
chr3	160676189	160676269	5907424	5907429	Bladder-Ep	chr3:160676189-160676269	5CpGs	80bp	0.188	0.87	0.682	0.383	0.206	4.21e-29	U
chr14	54739652	54739823	20242489	20242494	Bladder-Ep	chr14:54739652-54739823	5CpGs	171bp	0.128	0.857	0.729	0.326	0.206	1.26e-30	U
chr14	103295783	103296558	20743403	20743410	Bladder-Ep	chr14:103295783-103296558	7CpGs	775bp	0.347	0.898	0.551	0.3	0.204	3.97e-40	U
chr8	19160244	19160540	12675867	12675872	Bladder-Ep	chr8:19160244-19160540	5CpGs	296bp	0.166	0.875	0.709	0.321	0.203	8.23e-36	U
chr5	157023878	157024073	9033775	9033780	Bladder-Ep	chr5:157023878-157024073	5CpGs	195bp	0.22	0.885	0.665	0.315	0.202	2.62e-31	U
chr14	23637629	23637761	20010889	20010895	Bladder-Ep	chr14:23637629-23637761	6CpGs	132bp	0.313	0.931	0.617	0.362	0.201	3.22e-60	U
chr1	33144119	33144340	562540	562552	Bladder-Ep	chr1:33144119-33144340	12CpGs	221bp	0.143	0.928	0.785	0.639	0.2	7.96e-67	U
chr6	114132747	114132957	10311986	10311991	Bladder-Ep	chr6:114132747-114132957	5CpGs	210bp	0.153	0.887	0.734	0.386	0.2	6.48e-39	U
chr5	83265859	83266355	8477615	8477621	Bladder-Ep	chr5:83265859-83266355	6CpGs	496bp	0.343	0.899	0.556	0.315	0.199	8.65e-35	U
chr8	58370528	58370605	13060309	13060314	Bladder-Ep	chr8:58370528-58370605	5CpGs	77bp	0.159	0.857	0.697	0.4	0.199	4.75e-37	U
chr1	108458074	108459220	1186033	1186041	Bladder-Ep	chr1:108458074-108459220	8CpGs	1146bp	0.286	0.7	0.414	0.224	0.199	0.00651	U
chr2	29224619	29224720	2696017	2696023	Bladder-Ep	chr2:29224619-29224720	6CpGs	101bp	0.21	0.854	0.644	0.412	0.198	9.19e-43	U
chr2	60948377	60948748	2964326	2964336	Bladder-Ep	chr2:60948377-60948748	10CpGs	371bp	0.127	0.911	0.784	0.367	0.198	3.24e-32	U
chr1	51033278	51033370	766198	766203	Bladder-Ep	chr1:51033278-51033370	5CpGs	92bp	0.273	0.935	0.662	0.422	0.197	3.15e-64	U
chr6	57029417	57029534	9913765	9913772	Bladder-Ep	chr6:57029417-57029534	7CpGs	117bp	0.0851	0.874	0.789	0.481	0.196	1.35e-41	U
chr6	125794836	125795383	10386624	10386630	Bladder-Ep	chr6:125794836-125795383	6CpGs	547bp	0.206	0.887	0.681	0.407	0.196	1.97e-39	U
chr2	130327883	130327971	3617131	3617145	Bladder-Ep	chr2:130327883-130327971	14CpGs	88bp	0.0912	0.856	0.765	0.594	0.196	2.04e-52	U
chr8	133905261	133905558	13614885	13614891	Bladder-Ep	chr8:133905261-133905558	6CpGs	297bp	0.231	0.857	0.626	0.338	0.195	1.02e-32	U
chr8	125279460	125279910	13544386	13544391	Bladder-Ep	chr8:125279460-125279910	5CpGs	450bp	0.256	0.874	0.618	0.258	0.195	3.99e-26	U
chr3	120378460	120378589	5568348	5568360	Bladder-Ep	chr3:120378460-120378589	12CpGs	129bp	0.232	0.923	0.691	0.45	0.195	2.38e-65	U
chr3	120378278	120378391	5568338	5568347	Bladder-Ep	chr3:120378278-120378391	9CpGs	113bp	0.182	0.812	0.63	0.347	0.195	5.83e-35	U
chrY	19418721	19419003	29344978	29344989	Bladder-Ep	chrY:19418721-19419003	11CpGs	282bp	0.212	0.891	0.68	0.481	0.194	3.32e-33	U
chr19	3170882	3170997	24985882	24985887	Bladder-Ep	chr19:3170882-3170997	5CpGs	115bp	0.215	0.899	0.684	0.454	0.194	8.5e-47	U
chr9	112252320	112252553	14630507	14630512	Bladder-Ep	chr9:112252320-112252553	5CpGs	233bp	0.276	0.84	0.564	0.3	0.193	5.31e-31	U
chr9	27683521	27683751	13992066	13992071	Bladder-Ep	chr9:27683521-27683751	5CpGs	230bp	0.177	0.885	0.708	0.325	0.193	2.15e-32	U
chr21	43747213	43747538	27147983	27147994	Bladder-Ep	chr21:43747213-43747538	11CpGs	325bp	0.348	0.923	0.574	0.369	0.192	1.5e-54	U
chr2	150167322	150167449	3762937	3762943	Bladder-Ep	chr2:150167322-150167449	6CpGs	127bp	0.231	0.927	0.696	0.443	0.192	3.22e-57	U
chr20	25330268	25330329	26221128	26221134	Bladder-Ep	chr20:25330268-25330329	6CpGs	61bp	0.115	0.892	0.778	0.471	0.192	2.16e-42	U
chrX	102876883	102877162	28742951	28742965	Bladder-Ep	chrX:102876883-102877162	14CpGs	279bp	0.247	0.9	0.653	0.49	0.191	1.84e-66	U
chr20	44730251	44730436	26456216	26456223	Bladder-Ep	chr20:44730251-44730436	7CpGs	185bp	0.306	0.893	0.587	0.281	0.19	5.11e-35	U
chr14	56268466	56269221	20257438	20257447	Bladder-Ep	chr14:56268466-56269221	9CpGs	755bp	0.176	0.895	0.719	0.407	0.19	3.84e-45	U
chr20	51630735	51630913	26553296	26553303	Bladder-Ep	chr20:51630735-51630913	7CpGs	178bp	0.3	0.93	0.63	0.373	0.189	5.94e-58	U
chr10	3943006	3943195	15100240	15100245	Bladder-Ep	chr10:3943006-3943195	5CpGs	189bp	0.142	0.86	0.718	0.421	0.189	1.97e-38	U
chr2	24037274	24037627	2626925	2626932	Bladder-Ep	chr2:24037274-24037627	7CpGs	353bp	0.204	0.899	0.695	0.487	0.189	6.97e-59	U
chr8	140650124	140650223	13677805	13677810	Bladder-Ep	chr8:140650124-140650223	5CpGs	99bp	0.261	0.923	0.662	0.43	0.188	1.41e-61	U
chr14	23619284	23619835	20010760	20010765	Bladder-Ep	chr14:23619284-23619835	5CpGs	551bp	0.211	0.898	0.687	0.353	0.188	4.38e-41	U
chr6	106134794	106134857	10238773	10238778	Bladder-Ep	chr6:106134794-106134857	5CpGs	63bp	0.326	0.907	0.581	0.384	0.188	1.45e-53	U
chr1	240759066	240759235	2284709	2284716	Bladder-Ep	chr1:240759066-240759235	7CpGs	169bp	0.168	0.875	0.707	0.381	0.188	3.68e-38	U
chr6	169310079	169310472	10798009	10798016	Bladder-Ep	chr6:169310079-169310472	7CpGs	393bp	0.143	0.864	0.721	0.464	0.186	5.71e-50	U
chr8	37824586	37824716	12855843	12855848	Bladder-Ep	chr8:37824586-37824716	5CpGs	130bp	0.208	0.867	0.659	0.428	0.186	3.51e-37	U
chr15	79491636	79491798	21475146	21475160	Bladder-Ep	chr15:79491636-79491798	14CpGs	162bp	0.0557	0.914	0.859	0.681	0.185	8.1e-66	U
chr17	41502485	41502745	23496256	23496269	Bladder-Ep	chr17:41502485-41502745	13CpGs	260bp	0.156	0.917	0.762	0.486	0.185	3.89e-56	U
chr2	236708693	236709058	4466821	4466832	Bladder-Ep	chr2:236708693-236709058	11CpGs	365bp	0.327	0.92	0.593	0.398	0.184	2.97e-61	U
chr7	87039605	87039829	11739256	11739263	Bladder-Ep	chr7:87039605-87039829	7CpGs	224bp	0.164	0.739	0.576	0.296	0.183	2.33e-21	U
chr4	102979503	102979985	7099796	7099801	Bladder-Ep	chr4:102979503-102979985	5CpGs	482bp	0.091	0.855	0.764	0.473	0.183	8.13e-37	U
chr11	107546045	107546472	17469695	17469700	Bladder-Ep	chr11:107546045-107546472	5CpGs	427bp	0.174	0.868	0.694	0.367	0.181	2.76e-29	U
chr22	32693228	32693653	27525757	27525767	Bladder-Ep	chr22:32693228-32693653	10CpGs	425bp	0.165	0.868	0.703	0.435	0.181	4.52e-43	U
chr3	127069973	127070100	5634770	5634779	Bladder-Ep	chr3:127069973-127070100	9CpGs	127bp	0.154	0.832	0.678	0.357	0.18	6.17e-27	U
chr9	134379487	134379729	14932908	14932917	Bladder-Ep	chr9:134379487-134379729	9CpGs	242bp	0.187	0.855	0.668	0.285	0.18	1.16e-24	U
chr5	134345475	134346063	8819173	8819178	Bladder-Ep	chr5:134345475-134346063	5CpGs	588bp	0.265	0.878	0.612	0.321	0.179	4.04e-38	U
chr3	11539541	11539741	4670156	4670163	Bladder-Ep	chr3:11539541-11539741	7CpGs	200bp	0.281	0.917	0.636	0.452	0.179	3.75e-61	U
chr14	101266358	101266539	20704778	20704793	Bladder-Ep	chr14:101266358-101266539	15CpGs	181bp	0.199	0.906	0.708	0.471	0.178	1.2e-54	U
chr16	14357386	14357561	21981606	21981611	Bladder-Ep	chr16:14357386-14357561	5CpGs	175bp	0.0929	0.811	0.718	0.368	0.178	1.24e-27	U
chrY	26339871	26340056	29392377	29392388	Bladder-Ep	chrY:26339871-26340056	11CpGs	185bp	0.256	0.863	0.607	0.313	0.177	3.69e-28	U
chr6	30086267	30086589	9636991	9637009	Bladder-Ep	chr6:30086267-30086589	18CpGs	322bp	0.137	0.884	0.747	0.488	0.177	1.53e-51	U
chr10	33022504	33022697	15403452	15403457	Bladder-Ep	chr10:33022504-33022697	5CpGs	193bp	0.151	0.884	0.733	0.39	0.175	3.44e-35	U
chr14	93239949	93240188	20604341	20604349	Bladder-Ep	chr14:93239949-93240188	8CpGs	239bp	0.21	0.893	0.684	0.283	0.175	8.53e-32	U
chr1	245489000	245489268	2335666	2335673	Bladder-Ep	chr1:245489000-245489268	7CpGs	268bp	0.26	0.869	0.608	0.321	0.175	5.18e-34	U
chr8	127664221	127664488	13563504	13563512	Bladder-Ep	chr8:127664221-127664488	8CpGs	267bp	0.33	0.901	0.571	0.291	0.175	4.51e-39	U
chr2	109637155	109637533	3418425	3418432	Bladder-Ep	chr2:109637155-109637533	7CpGs	378bp	0.262	0.876	0.614	0.336	0.175	7.34e-42	U
chr22	34616957	34617018	27545378	27545386	Bladder-Ep	chr22:34616957-34617018	8CpGs	61bp	0.17	0.87	0.7	0.294	0.174	6.72e-33	U
chr4	36099472	36100075	6614139	6614145	Bladder-Ep	chr4:36099472-36100075	6CpGs	603bp	0.127	0.867	0.74	0.362	0.173	7.56e-28	U
chr6	1693360	1693535	9335411	9335416	Bladder-Ep	chr6:1693360-1693535	5CpGs	175bp	0.259	0.919	0.66	0.406	0.172	2.31e-53	U
chr19	45502652	45502844	25723172	25723178	Bladder-Ep	chr19:45502652-45502844	6CpGs	192bp	0.187	0.859	0.672	0.388	0.172	1.21e-36	U
chr19	55060571	55060742	25915479	25915484	Bladder-Ep	chr19:55060571-55060742	5CpGs	171bp	0.136	0.865	0.728	0.351	0.172	6.33e-34	U
chr2	1689053	1689139	2401241	2401247	Bladder-Ep	chr2:1689053-1689139	6CpGs	86bp	0.215	0.931	0.716	0.564	0.171	1.53e-67	U
chr7	53411643	53411743	11374813	11374821	Bladder-Ep	chr7:53411643-53411743	8CpGs	100bp	0.301	0.892	0.591	0.279	0.17	4.27e-41	U
chr12	65854308	65854485	18399742	18399747	Bladder-Ep	chr12:65854308-65854485	5CpGs	177bp	0.328	0.899	0.571	0.339	0.17	4.18e-41	U
chr3	55635162	55635536	5086982	5086989	Bladder-Ep	chr3:55635162-55635536	7CpGs	374bp	0.218	0.909	0.691	0.365	0.17	9.41e-49	U
chr14	104218496	104218587	20762728	20762735	Bladder-Ep	chr14:104218496-104218587	7CpGs	91bp	0.293	0.862	0.569	0.304	0.169	4.99e-31	U
chr16	74206096	74206354	22609335	22609343	Bladder-Ep	chr16:74206096-74206354	8CpGs	258bp	0.251	0.906	0.655	0.414	0.168	8.26e-59	U
chr13	34700247	34700793	19285203	19285209	Bladder-Ep	chr13:34700247-34700793	6CpGs	546bp	0.228	0.885	0.657	0.344	0.168	5.7e-35	U
chr10	119325283	119325606	16209585	16209590	Bladder-Ep	chr10:119325283-119325606	5CpGs	323bp	0.262	0.875	0.612	0.292	0.167	4.22e-27	U
